"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"31-May",0,0,0,8.89314079284668,0,0,0,0,0,0,0,0,19.5576972961426,0,0,0,0,20.4528217315674,0,6.51772260665894,5.3791241645813,0,0,0,0,0,11.2160654067993,18.9855823516846,0,0,0,0,0,0,0
"1-Jun",0,9.53956508636475,0,0,0,8.45557117462158,4.59936475753784,0,5.09827518463135,0,0,0,0,11.6772718429565,0,14.0671787261963,0,5.79111814498901,14.5731401443481,6.64270973205566,8.4266529083252,0,10.5158004760742,0,16.0830421447754,0,0,0,0,0,0,5.8989782333374,0,0,0
"2-Jun",27.5915718078613,0,0,8.7856969833374,0,0,0,8.87077713012695,10.1965503692627,0,15.4110546112061,0,0,0,0,0,0,11.582236289978,0,0,0,0,10.5158004760742,0,0,0,0,4.65723609924316,0,0,0,0,10.0140924453735,5.6160101890564,0
"3-Jun",9.197190284729,0,0,6.58927249908447,0,0,13.7980928421021,8.87077713012695,5.09827518463135,0,0,11.0107231140137,0,5.10880613327026,5.86675453186035,0,0,0,7.28657007217407,26.5708389282227,0,0,5.25790023803711,0,5.36101388931274,0,5.88315534591675,9.31447219848633,0,0,8.57621574401855,0,5.00704622268677,0,6.29245567321777
"4-Jun",0,9.53956508636475,0,0,0,0,4.59936475753784,0,0,10.3531970977783,0,5.50536155700684,0,0,0,0,0,11.582236289978,14.5731401443481,19.928129196167,4.2133264541626,5.99149751663208,0,0,5.36101388931274,0,5.88315534591675,9.31447219848633,0,0,4.28810787200928,17.6969337463379,10.0140924453735,0,6.29245567321777
"5-Jun",0,0,0,0,0,0,4.59936475753784,8.87077713012695,0,0,7.70552730560303,0,0,5.10880613327026,0,0,0,5.79111814498901,7.28657007217407,0,0,11.9829950332642,5.25790023803711,0,0,0,0,4.65723609924316,0,0,0,11.7979564666748,0,0,0
"6-Jun",0,0,0,0,0,0,0,14.2647161483765,0,5.76333284378052,0,0,6.98557949066162,0,0,0,0,7.64823865890503,0,0,5.90237760543823,0,4.66979837417603,10.8268394470215,0,0,0,0,0,0,10.1122522354126,5.81318998336792,4.02091407775879,0,22.774658203125
"7-Jun",16.63498878479,34.7323341369629,0,0,0,0,0,14.2647161483765,9.28152275085449,0,0,0,6.98557949066162,12.0365266799927,0,8.92789268493652,0,0,0,0,0,0,9.33959674835205,5.41341972351074,7.20839643478394,0,0,0,17.4035377502441,0,20.2245044708252,0,0,0,0
"8-Jun",0,0,0,3.16641044616699,0,9.447829246521,16.9190616607666,0,0,11.526665687561,0,7.88932752609253,0,0,0,0,0,7.64823865890503,10.1366062164307,0,5.90237760543823,0,4.66979837417603,5.41341972351074,7.20839643478394,0,0,0,0,9.80901050567627,5.0561261177063,5.81318998336792,4.02091407775879,0,0
"9-Jun",0,0,6.37851905822754,0,0,9.447829246521,11.2793741226196,0,0,11.526665687561,0,0,0,12.0365266799927,0,17.855785369873,0,0,10.1366062164307,0,0,18.5772838592529,0,5.41341972351074,0,0,4.16847133636475,0,0,0,10.1122522354126,11.6263799667358,4.02091407775879,0,0
"10-Jun",0,0,0,6.33282089233398,11.0904970169067,0,5.63968706130981,0,0,5.76333284378052,0,15.7786550521851,0,6.01826333999634,0,8.92789268493652,0,0,0,0,0,6.19242811203003,4.66979837417603,21.653678894043,7.20839643478394,0,0,0,0,0,5.0561261177063,0,8.04182815551758,25.5205574035645,0
"11-Jun",0,0,22.0441722869873,9.66397094726562,0,0,0,18.8370742797852,0,0,0,0,0,7.97055339813232,0,11.6755228042603,0,0,0,0,0,0,12.9865579605103,15.7253351211548,3.06338334083557,0,17.9328956604004,0,0,0,0,0,0,11.4401483535767,8.70954036712646
"12-Jun",0,0,11.0220861434937,0,0,13.3188276290894,0,0,0,0,0,8.96007919311523,0,7.97055339813232,0,0,0,0,0,0,0,0,0,15.7253351211548,3.06338334083557,6.58393716812134,11.9552640914917,7.56997108459473,0,8.20654010772705,0,0,2.56147742271423,0,0
"13-Jun",24.2667045593262,0,12.5966711044312,0,0,19.9782428741455,0,0,10.769567489624,0,0,0,0,0,0,0,18.4216690063477,0,0,0,0,0,0,15.7253351211548,0,6.58393716812134,5.97763204574585,0,0,0,0,0,5.12295484542847,11.4401483535767,0
"14-Jun",48.5334091186523,0,0,0,0,6.65941381454468,9.5982141494751,0,0,0,0,0,18.0540256500244,0,0,0,0,0,0,0,0,0,0,0,0,6.58393716812134,0,0,11.1149959564209,8.20654010772705,0,0,0,0,0
"15-Jun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41087436676025,0,0,0,0,0,0,0,0,0,0,6.58393716812134,0,0,0,24.6196193695068,0,21.2674293518066,2.56147742271423,0,0
"16-Jun",0,0,0,0,0,0,13.212610244751,0,0,0,0,0,16.7622337341309,0,12.6554374694824,0,0,0,0,25.8062686920166,15.9754219055176,0,0,14.3514308929443,0,0,0,0,20.808198928833,0,0,5.17511415481567,0,0,0
"17-Jun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0353832244873,0,0,0,0,7.98771095275879,0,0,0,0,12.4262971878052,0,0,10.4040994644165,0,0,0,8.3788013458252,12.745831489563,0
"18-Jun",21.5631103515625,0,20.8271083831787,4.38786602020264,0,0,0,0,0,0,0,0,16.7622337341309,0,0,20.0353832244873,0,13.0971975326538,0,0,0,0,0,0,0,6.21314859390259,0,0,0,0,0,0,0,0,0
"19-Jun",0,0,0,4.38786602020264,13.5968160629272,0,0,0,0,0,0,11.9263048171997,25.1433506011963,0,0,0,22.6297912597656,0,0,0,0,0,13.4096984863281,0,0,12.4262971878052,0,0,0,0,0,0,8.3788013458252,0,0
"20-Jun",0,0,0,0,13.5968160629272,0,0,0,0,0,0,0,0,0,6.32771873474121,10.0176916122437,0,0,0,12.9031343460083,0,8.7220401763916,13.4096984863281,0,0,12.4262971878052,14.7613468170166,0,0,0,0,0,8.3788013458252,0,0
"21-Jun",0,0,0,0,27.9725780487061,0,0,0,0,0,10.7610883712769,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5662965774536,14.5756015777588,15.1285057067871,0,0,0,0,0,2.99045753479004,0,0
"22-Jun",24.5018749237061,0,0,0,27.9725780487061,0,13.9706573486328,0,0,10.2340965270996,0,0,0,11.1817350387573,10.9624881744385,0,0,0,0,0,0,0,0,0,0,7.28780078887939,7.56425285339355,0,22.3965740203857,25.5304908752441,0,0,0,0,0
"23-Jun",0,0,0,0,0,0,0,0,0,10.2340965270996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28780078887939,0,0,0,0,0,0,0,0,0
"24-Jun",0,0,0,0,0,0,0,0,0,10.2340965270996,0,13.4844408035278,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28780078887939,7.56425285339355,0,0,0,27.2395248413086,0,0,0,0
"25-Jun",0,0,0,0,0,0,0,33.7792739868164,15.3120641708374,10.2340965270996,10.7610883712769,0,0,19.5680370330811,0,0,0,0,0,0,11.6977062225342,0,0,0,0,21.8634014129639,0,0,0,0,0,0,2.99045753479004,0,0
"26-Jun",0,0,0,0,0,0,0,0,0,0,11.021466255188,0,0,0,0,0,0,0,0,0,0,9.73251438140869,0,0,0,30.8633251190186,0,0,0,0,0,0,0,0,0
"27-Jun",0,0,0,6.89960193634033,0,0,0,0,15.9004611968994,0,0,0,0,9.13157367706299,10.8791303634644,0,0,15.6050729751587,0,0,0,0,0,0,9.3643217086792,0,7.48182725906372,0,0,0,0,0,0,0,0
"28-Jun",37.3574867248535,0,0,0,0,0,7.75700664520264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73251438140869,0,0,0,0,7.48182725906372,8.48636341094971,0,0,0,0,0,0,0
"29-Jun",0,0,0,0,0,11.3681917190552,8.47858715057373,0,0,0,0,0,14.671088218689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4590911865234,0,0,13.3215112686157,0,0,0,0
"30-Jun",0,0,0,0,0,11.3681917190552,0,0,0,0,11.021466255188,0,0,20.8721675872803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Jul",0,0,0,0,0,0,0,0,8.51036548614502,0,0,0,0,26.3201236724854,0,0,8.48672389984131,12.0653133392334,0,0,0,13.1732568740845,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Jul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.558952331543,0,8.17916107177734,0,0,0,0,0,0,15.7352952957153,0,0,0,0,0
"3-Jul",0,0,0,4.59326362609863,0,0,0,0,8.51036548614502,0,0,0,0,0,10.2998523712158,0,0,0,0,7.31371212005615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Jul",0,26.74582862854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48672389984131,0,15.0799388885498,7.31371212005615,0,13.1732568740845,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Jul",4.77912616729736,0,0,0,0,0,0,0,8.51036548614502,0,0,0,0,0,0,0,0,0,0,7.31371212005615,0,0,0,20.208423614502,0,9.26734733581543,0,0,0,0,0,0,20.7468032836914,0,0
"6-Jul",4.00157022476196,0,0,0,0,6.3683066368103,0,0,0,0,0,0,12.5716094970703,0,6.12801313400269,0,0,0,0,0,8.21564960479736,0,0,0,0,0,0,0,4.9215612411499,0,0,0,0,0,0
"7-Jul",0,0,0,4.24732208251953,0,0,0,0,0,0,0,0,12.5716094970703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98215436935425
"8-Jul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12801313400269,0,0,0,12.6264591217041,0,0,12.6209554672241,0,0,4.30026483535767,0,0,0,0,0,0,0,0,18.0107116699219,10.4732313156128
"9-Jul",0,17.8773555755615,0,3.18406224250793,0,0,0,0,0,0,0,0,0,0,0,0,14.7725915908813,0,0,0,0,0,0,6.84082984924316,0,0,0,9.16976642608643,0,0,0,0,0,0,0
"10-Jul",0,5.95911836624146,0,0,0,6.3683066368103,0,8.31808853149414,9.72147941589355,0,0,0,0,0,6.12801313400269,7.06466054916382,0,0,0,17.4768085479736,8.21564960479736,0,0,0,0,3.67608046531677,0,0,0,0,19.7593879699707,0,0,0,6.98215436935425
"11-Jul",0,0,0,0,0,11.146333694458,0,4.59467649459839,7.61111879348755,0,0,0,0,0,8.30965900421143,12.7854614257812,11.1754131317139,0,0,4.30477333068848,0,5.81668567657471,0,0,0,0,0,0,0,0,4.87675094604492,0,0,0,0
"12-Jul",0,0,14.7412300109863,0,0,11.146333694458,0,9.18935298919678,7.61111879348755,15.2572050094604,0,0,0,0,0,0,0,0,0,0,0,2.90834283828735,0,0,0,0,0,0,8.71888446807861,0,0,0,1.37899959087372,6.83693552017212,3.27272963523865
"13-Jul",0,0,0,0,0,0,0,9.18935298919678,0,0,0,0,15.8679761886597,0,0,0,0,0,0,0,0,2.90834283828735,0,12.6868267059326,32.7002944946289,0,0,0,0,0,0,0,0,0,3.27272963523865
"14-Jul",0,0,7.37061500549316,0,0,0,0,0,0,0,0,4.7894401550293,0,0,0,0,0,0,0,0,0,0,0,4.22894239425659,4.67147064208984,0,0,0,0,0,0,0,1.37899959087372,6.83693552017212,6.54545927047729
"15-Jul",0,0,7.37061500549316,9.06482982635498,9.50716304779053,0,0,9.18935298919678,0,0,0,9.57888031005859,0,22.9901332855225,0,0,0,0,0,0,0,14.5417146682739,0,0,4.67147064208984,0,0,0,0,0,4.87675094604492,0,1.37899959087372,0,3.27272963523865
"16-Jul",0,0,0,0,0,0,0,5.2426643371582,0,0,0,13.8145399093628,0,0,5.52780389785767,0,0,6.11568450927734,0,0,0,0,0,0,0,0,0,0,0,0,2.61063718795776,0,0,0,7.05286884307861
"17-Jul",0,0,6.27600717544556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11568450927734,6.57810258865356,0,0,0,0,0,0,0,4.88285350799561,0,0,6.87001657485962,0,0,0,0,7.05286884307861
"18-Jul",0,0,6.27600717544556,0,6.505051612854,0,0,0,0,0,15.2887086868286,0,0,0,6.31749105453491,0,0,0,0,0,0,0,0,0,5.92674684524536,18.6839599609375,4.88285350799561,8.26735687255859,0,10.305025100708,5.22127437591553,8.4883337020874,0,2.83149766921997,0
"19-Jul",0,0,12.5520143508911,0,0,5.96163606643677,0,0,7.24499177932739,0,0,0,7.36731052398682,0,0,16.2226448059082,0,0,13.1562051773071,0,0,0,0,0,11.8534936904907,0,0,0,0,10.305025100708,2.61063718795776,0,0,5.66299533843994,0
"20-Jul",9.8241662979126,0,0,0,0,11.9232721328735,0,20.9706573486328,0,0,0,4.6048469543457,0,0,0,0,0,0,0,0,0,0,0,5.30581474304199,0,0,14.6485605239868,0,2.93986678123474,3.43500828742981,5.22127437591553,0,0,0,0
"21-Jul",1.63019180297852,0,0,4.67698097229004,0,0,6.12832403182983,0,3.56284689903259,0,0,0,0,0,0,0,0,0,0,0,3.96626663208008,0,0,6.00872087478638,5.07614612579346,0,6.61770248413086,0,0,0,0,0,0,0,0
"22-Jul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40851974487305,0,7.56856727600098,5.6219277381897,3.00436043739319,5.07614612579346,0,0,0,0,6.51788902282715,0,0,3.3174033164978,0,0
"23-Jul",0,0,0,0,15.3751392364502,0,12.2566480636597,0,3.56284689903259,0,0,9.21981525421143,0,0,0,0,4.25298166275024,0,0,3.70425987243652,4.53287649154663,0,28.1096363067627,15.0218019485474,0,0,0,11.4142045974731,0,6.51788902282715,4.11213111877441,9.87662410736084,3.3174033164978,0,0
"24-Jul",3.26038360595703,0,12.8416929244995,0,0,0,6.12832403182983,8.94735431671143,3.56284689903259,0,13.6002416610718,0,0,0,0,8.3369083404541,11.1640758514404,0,0,0,0,0,0,6.00872087478638,0,0,13.2354049682617,0,2.20213007926941,0,2.05606555938721,0,0,0,3.33039617538452
"25-Jul",1.63019180297852,0,0,0,5.12504625320435,5.32341909408569,30.6416187286377,0,0,7.14653635025024,0,0,0,14.0098114013672,5.231041431427,12.5053634643555,14.8854360580444,0,0,3.70425987243652,0,0,0,0,0,16.8702716827393,6.61770248413086,0,0,0,2.05606555938721,0,0,0,13.3215847015381
"26-Jul",2.39720702171326,0,0,0,0,5.70773267745972,0,0,0,0,0,0,0,0,12.3538789749146,0,0,6.42482376098633,0,0,0,0,0,0,0,25.2954769134521,0,0,0,0,0,6.63697528839111,0,3.19264984130859,8.72632312774658
"27-Jul",1.3846343755722,0,0,10.0897188186646,0,5.70773267745972,0,0,0,0,0,0,0,0,0,0,9.21205043792725,0,0,2.45656561851501,0,12.9351825714111,0,0,0,12.6477384567261,8.51287174224854,0,0,6.83877229690552,0,6.63697528839111,3.51021242141724,3.19264984130859,4.36316156387329
"28-Jul",1.36815047264099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31172752380371,0,0,0,0,0,0,0,10.2581596374512,0,13.2739505767822,0,0,6.54474306106567
"29-Jul",2.24649834632874,0,0,0,0,0,0,0,0,18.5957260131836,0,9.90705394744873,0,0,7.20642948150635,0,0,0,0,8.2305965423584,0,0,0,0,0,0,0,0,0,17.0969314575195,0,6.63697528839111,0,0,8.72632312774658
"30-Jul",5.38076400756836,0,0,0,9.11661815643311,0,0,7.50354051589966,9.56166744232178,0,0,16.9835224151611,0,0,14.4128589630127,0,0,0,0,0,0,0,10.1034269332886,0,0,12.6477384567261,0,0,0,10.2581596374512,0,0,10.5306367874146,0,15.2710657119751
"31-Jul",0,0,0,0,0,0,0,0,0,9.2978630065918,0,4.95352697372437,0,0,14.4128589630127,0,0,6.42482376098633,0,0,8.70044326782227,0,0,9.39479637145996,0,6.32386922836304,8.51287174224854,29.2647571563721,9.1972541809082,10.2581596374512,21.2817077636719,0,0,3.19264984130859,10.9079036712646
"1-Aug",5.09002733230591,5.24014806747437,20.5194416046143,0,0,0,0,0,0,9.00557327270508,0,0,0,0,0,0,0,8.40677833557129,0,0,18.9645938873291,16.5687065124512,0,10.3176822662354,13.4351100921631,0,0,0,0,0,7.20866537094116,0,11.1887130737305,0,0
"2-Aug",0,0,20.5194416046143,0,6.67261457443237,26.4307193756104,0,0,0,0,0,0,0,0,0,0,7.67932367324829,0,0,3.16673564910889,18.9645938873291,33.1374130249023,0,0,0,4.09732961654663,7.5422191619873,0,0,4.9359278678894,0,0,11.1887130737305,0,10.9160404205322
"3-Aug",0,0,10.2597208023071,0,3.33630728721619,17.0570316314697,0,0,0,9.00557327270508,0,0,11.0567712783813,0,0,0,7.67932367324829,0,6.45891809463501,0,18.9645938873291,24.8530616760254,0,5.15884113311768,0,4.09732961654663,0,0,0,4.9359278678894,0,0,11.1887130737305,0,10.9160404205322
"4-Aug",5.09002733230591,0,10.2597208023071,0,0,0,0,8.1789436340332,7.52352666854858,9.00557327270508,0,0,0,0,6.77053737640381,0,7.67932367324829,0,0,0,9.48229694366455,0,17.6604709625244,0,0,0,0,0,0,14.8077831268311,0,0,0,4.17922163009644,0
"5-Aug",10.1800546646118,0,10.2597208023071,27.3171463012695,0,18.6551704406738,0,0,7.52352666854858,0,0,28.7824096679688,0,0,0,0,0,0,0,3.61912679672241,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17922163009644,0
"6-Aug",0,0,2.01770091056824,15.1034679412842,0,4.81266975402832,0,0,0,0,0,7.50658082962036,0,0,8.04525184631348,0,0,0,0,0,17.9526977539062,6.27320098876953,7.4933910369873,0,0,0,0,10.8107481002808,1.55588805675507,0,0,0,0,0,10.9784002304077
"7-Aug",0,0,2.01770091056824,0,3.83129501342773,6.28291368484497,0,7.75203323364258,0,0,0,0,0,0,0,0,0,0,6.17168855667114,0,5.9842324256897,0,0,0,0,0,0,5.40537405014038,0,7.87911653518677,9.28637504577637,0,5.03213405609131,0,10.9784002304077
"8-Aug",0,0,2.01770091056824,0,0,6.82764482498169,0,0,6.46355581283569,0,0,0,0,0,0,0,7.79032182693481,0,24.6867542266846,0,5.9842324256897,0,7.4933910369873,0,0,7.89432001113892,16.2033367156982,10.8107481002808,0,7.87911653518677,4.64318752288818,0,15.0964021682739,0,12.5467433929443
"9-Aug",14.6135530471802,0,0,0,0,5.71174001693726,10.3044338226318,0,12.9271116256714,0,4.53870105743408,0,0,0,0,0,0,9.47203159332275,12.3433771133423,13.871844291687,0,0,0,0,0,23.6829605102539,0,0,0,15.7582330703735,0,0,20.1285362243652,0,0
"10-Aug",0,6.44676494598389,0,0,3.83129501342773,4.05639314651489,17.1740550994873,7.75203323364258,6.46355581283569,5.45364475250244,0,15.0131616592407,0,0,0,0,0,0,0,0,11.9684648513794,0,0,0,0,0,8.10166835784912,0,0,7.87911653518677,4.64318752288818,0,20.1285362243652,0,0
"11-Aug",23.4115905761719,5.18139886856079,0,0,4.49745893478394,0,0,0,0,0,0,15.6177892684937,0,0,0,9.86936569213867,0,0,0,0,5.71622800827026,0,0,0,9.57924175262451,0,0,0,0,0,0,0,0,0,0
"12-Aug",0,5.18139886856079,0,0,0,0,14.1193857192993,0,0,0,0,7.80889463424683,0,0,0,9.86936569213867,14.4296550750732,0,0,6.2467999458313,25.0084953308105,6.11841678619385,0,10.4922895431519,14.3688621520996,0,0,7.29199504852295,0,0,0,0,25.5214576721191,0,0
"13-Aug",0,0,0,0,0,0,8.06822109222412,0,0,0,0,0,0,0,14.939980506897,0,0,0,7.05144071578979,0,5.00169944763184,0,0,0,14.3688621520996,8.47806835174561,9.97506713867188,14.5839900970459,16.0221061706543,10.5169057846069,0,0,8.50715255737305,0,7.84504985809326
"14-Aug",0,0,0,0,0,0,0,0,8.0598316192627,0,0,0,0,0,0,0,0,0,0,0,5.71622800827026,0,0,0,0,8.47806835174561,0,0,0,0,0,0,0,7.92721843719482,0
"15-Aug",0,5.18139886856079,0,14.2959499359131,0,0,0,16.1290378570557,0,0,0,0,0,0,0,19.7387313842773,0,0,7.05144071578979,0,5.00169944763184,0,0,0,0,16.9561367034912,0,7.29199504852295,5.34070205688477,0,27.2928829193115,0,0,0,0
"16-Aug",0,5.86675262451172,0,0,7.97988796234131,12.8643817901611,4.75407075881958,0,0,0,4.87405252456665,0,0,0,0,0,0,18.0496940612793,0,0,0,0,0,0,0,16.1816120147705,20.6407489776611,0,18.1712913513184,0,27.3424968719482,0,0,0,0
"17-Aug",0,11.7335052490234,0,0,11.9698314666748,0,4.85850620269775,0,0,0,0,0,0,0,0,0,0,6.01656484603882,0,0,0,0,0,0,18.5777053833008,0,0,0,0,0,20.506872177124,0,0,0,0
"18-Aug",0,0,0,0,0,0,19.2296943664551,0,0,0,0,0,0,0,6.87736368179321,0,0,12.0331296920776,18.7937297821045,0,0,13.8148365020752,0,0,0,0,0,6.17197275161743,0,7.74807977676392,0,9.50118350982666,0,0,0
"19-Aug",0,0,0,0,0,0,0,0,0,4.58789396286011,4.87405252456665,0,0,0,6.87736368179321,21.1309471130371,0,0,0,0,0,13.8148365020752,0,0,0,5.39387035369873,0,0,0,0,0,9.50118350982666,0,11.7627105712891,0
"20-Aug",0,0,3.5303738117218,11.5894794464111,0,0,0,0,16.1101989746094,0,4.87405252456665,0,0,0,0,52.8273658752441,9.32100486755371,12.0331296920776,0,0,0,13.8148365020752,22.2244892120361,0,0,5.39387035369873,0,0,0,0,20.506872177124,0,0,5.88135528564453,0
"21-Aug",0,0,16.6390419006348,0,0,0,0,0,5.56061363220215,0,6.26968288421631,0,0,0,6.3246283531189,0,0,16.467700958252,0,0,0,17.5060482025146,33.1622657775879,0,0,0,0,0,5.60913848876953,0,0,0,0,0,4.76171445846558
"22-Aug",0,0,0,5.59558439254761,0,0,0,0,5.56061363220215,0,0,0,0,0,6.06580209732056,0,0,8.23385047912598,5.65796089172363,0,0,20.0069122314453,0,0,0,0,14.2968044281006,0,0,7.65816116333008,0,7.06409978866577,0,0,0
"23-Aug",0,0,0,0,0,0,13.2156829833984,0,0,0,0,0,0,0,4.22747945785522,21.7205848693848,0,0,11.3159217834473,0,0,0,0,0,0,0,0,0,11.2182769775391,0,0,21.1922988891602,0,0,0
"24-Aug",0,0,5.54634714126587,5.75513172149658,0,0,14.6430158615112,0,0,0,6.26968288421631,0,0,0,8.10985851287842,14.4803895950317,9.25489711761475,0,0,0,0,17.5060482025146,0,9.44516944885254,8.64479732513428,0,0,0,28.0456924438477,22.9744834899902,18.928071975708,14.1281995773315,0,0,0
"25-Aug",0,0,5.54634714126587,0,0,0,4.16031980514526,0,5.56061363220215,0,0,0,0,59.9096260070801,4.36021089553833,0,18.5097942352295,8.23385047912598,5.65796089172363,0,0,17.5060482025146,0,0,8.64479732513428,0,0,0,5.60913848876953,7.65816116333008,6.30935764312744,7.06409978866577,41.888011932373,5.7760534286499,0
"26-Aug",0,0,0,0,0,11.8631725311279,0,0,29.1660118103027,5.37876844406128,0,0,0,46.5233840942383,8.7090015411377,19.0608577728271,26.9613399505615,0,0,0,0,0,0,0,18.3080024719238,0,0,15.5211687088013,0,0,28.9430751800537,0,11.3548526763916,11.9453554153442,0
"27-Aug",0,0,0,0,0,0,0,0,7.29150295257568,0,8.7926139831543,0,0,27.1386413574219,17.4180030822754,19.0608577728271,17.9742279052734,0,0,0,10.4369344711304,26.394660949707,0,0,0,0,0,0,0,14.5564346313477,28.9430751800537,0,0,29.8633861541748,0
"28-Aug",0,0,0,6.24055004119873,4.52810430526733,0,0,9.68107032775879,0,0,8.7926139831543,0,11.1528720855713,0,17.4180030822754,0,0,0,23.1361179351807,20.5759716033936,0,26.394660949707,0,0,6.10266828536987,23.7415142059326,0,0,11.0930480957031,0,28.9430751800537,18.3112411499023,0,5.97267770767212,0
"29-Aug",0,0,0,0,4.52810430526733,0,0,0,7.29150295257568,0,20.0974063873291,16.246789932251,5.57643604278564,0,0,0,8.98711395263672,0,0,0,0,0,0,0,6.10266828536987,0,25.3609237670898,0,0,0,9.64769077301025,0,0,23.8907108306885,0
"30-Aug",0,0,7.39833927154541,0,4.52810430526733,0,0,9.68107032775879,0,0,0,8.12339496612549,22.3057441711426,40.7079620361328,0,0,0,0,0,0,0,0,0,0,12.2053365707397,0,0,0,22.1860961914062,0,0,0,0,29.8633861541748,0
"31-Aug",0,0,22.1950187683105,13.8131475448608,0,0,0,0,0,21.5150737762451,0,0,33.4586181640625,27.1386413574219,0,19.0608577728271,8.98711395263672,0,0,0,0,0,0,0,12.2053365707397,11.8707571029663,0,15.5211687088013,0,0,0,0,11.3548526763916,5.97267770767212,0
"1-Sep",8.25089168548584,10.129077911377,16.4261322021484,6.39614629745483,0,0,0,0,0,0,0,25.5572395324707,16.6474113464355,0,0,0,0,0,8.42233276367188,0,0,0,0,0,4.9553747177124,26.4585227966309,0,10.4597969055176,3.12547469139099,0,0,0,6.57894897460938,0,0
"2-Sep",0,10.129077911377,16.4261322021484,0,8.0471773147583,0,0,0,0,10.8555421829224,4.90646505355835,0,24.971118927002,0,0,19.5946311950684,8.94631576538086,0,0,14.9914350509644,0,0,0,0,0,0,0,5.22989845275879,0,13.6566104888916,0,0,0,15.4817695617676,0
"3-Sep",0,11.5760889053345,16.4261322021484,0,0,0,0,0,0,0,0,0,8.32370567321777,0,1.43809080123901,9.79731559753418,0,0,0,7.49571752548218,6.63828182220459,0,1.72138702869415,0,4.9553747177124,0,18.1043167114258,5.22989845275879,0,13.6566104888916,0,15.5093288421631,6.57894897460938,38.7044258117676,0
"4-Sep",0,0,0,0,0,6.23621368408203,0,0,0,10.8555421829224,0,0,24.971118927002,0,0,0,0,0,0,0,6.63828182220459,0,0,0,0,0,0,0,0,0,0,38.7733192443848,0,15.4817695617676,0
"5-Sep",0,10.129077911377,0,0,8.0471773147583,9.35432052612305,0,0,0,0,0,0,19.02561378479,0,0,9.79731559753418,0,8.56608486175537,8.42233276367188,0,0,5.67287015914917,1.72138702869415,0,0,0,9.05215835571289,5.22989845275879,0,0,5.85223245620728,7.75466442108154,0,0,0
"6-Sep",39.6762199401855,0,0,5.80188989639282,9.4017219543457,6.54058122634888,0,0,0,0,0,0,0,6.37177181243896,0,0,12.0911083221436,7.99586868286133,8.26388835906982,0,0,21.8234920501709,0,0,0,8.75322246551514,6.83112096786499,0,0,0,0,0,0,0,0
"7-Sep",0,0,0,0,0,9.81087207794189,13.0305557250977,0,0,0,0,0,0,19.1153144836426,0,0,0,39.9793472290039,8.26388835906982,0,0,12.4705677032471,0,0,14.6763610839844,0,0,13.6784868240356,12.8922624588013,0,0,5.81918430328369,0,0,0
"8-Sep",8.74692153930664,0,0,0,0,6.54058122634888,13.0305557250977,0,0,0,0,0,0,12.7435436248779,0,12.8677158355713,0,15.9917373657227,8.26388835906982,0,0,0,0,12.0827198028564,16.7729835510254,0,0,6.83924341201782,0,0,0,23.2767372131348,6.78996992111206,0,0
"9-Sep",4.11840534210205,0,12.0790996551514,2.65828037261963,28.2051639556885,3.27029061317444,7.44603204727173,0,22.8584423065186,17.1993064880371,14.4945688247681,12.6910181045532,0,6.37177181243896,0,0,0,0,16.5277767181396,0,0,10.9117460250854,25.8827342987061,72.4963226318359,22.0145416259766,17.5064449310303,0,6.83924341201782,0,0,0,5.81918430328369,13.5799398422241,0,23.0626792907715
"10-Sep",21.8147926330566,0,0,2.98918652534485,18.8034439086914,0,0,14.1227569580078,0,0,7.24728441238403,0,30.6255855560303,0,8.16746520996094,12.8677158355713,0,7.99586868286133,8.26388835906982,0,21.7713813781738,0,51.7654685974121,48.3308792114258,22.0145416259766,26.2596683502197,0,13.6784868240356,6.44613122940063,12.8527879714966,28.8566436767578,0,13.5799398422241,8.80112075805664,7.68756008148193
