"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"29-May",0,9.48184776306152,0,7.97244501113892,0,0,7.05055952072144,0,13.9893369674683,11.0007658004761,0,0,29.247522354126,0,0,0,11.335955619812,13.444260597229,0,0,3.92353010177612,0,0,0,0,0,18.9811115264893,0,9.21584033966064,0,10.1421232223511,19.92942237854,0,15.6615133285522,0
"30-May",6.02618932723999,0,0,21.185661315918,0,0,7.05055952072144,7.09816265106201,0,0,0,0,19.498348236084,0,0,0,0,0,22.8613204956055,0,8.96806907653809,9.45118808746338,0,17.9609508514404,24.5903568267822,19.5585708618164,9.49055576324463,0,4.60792016983032,0,20.2842464447021,0,0,0,0
"31-May",6.02618932723999,0,0,8.17479133605957,0,0,0,0,6.99466848373413,11.0007658004761,12.6160621643066,0,38.996696472168,0,0,0,0,6.7221302986145,0,0,7.84706020355225,0,11.3466424942017,0,0,29.337854385376,0,21.9476795196533,9.21584033966064,0,0,0,0,0,3.85366559028625
"1-Jun",10.3408422470093,0,0,0,0,7.63541126251221,6.38337421417236,0,0,0,0,0,0,8.23346996307373,0,0,0,19.4304943084717,25.0207023620605,16.9047203063965,28.1423988342285,0,9.57960891723633,0,15.7773399353027,9.86539268493652,0,0,0,0,10.0274620056152,13.3488426208496,0,0,0
"2-Jun",20.6816844940186,7.96114206314087,0,23.8447532653809,9.97814559936523,0,12.7667484283447,0,0,0,12.3061685562134,14.8138933181763,37.8463859558105,8.23346996307373,0,0,0,0,16.6804676055908,0,28.1423988342285,0,19.1592178344727,0,5.25911283493042,0,0,13.6797723770142,0,0,0,0,0,0,0
"3-Jun",31.0225257873535,0,0,10.4320793151855,9.97814559936523,7.63541126251221,0,0,8.15235328674316,0,0,14.8138933181763,12.6154632568359,8.23346996307373,0,0,0,19.4304943084717,8.34023380279541,42.2618026733398,7.50463962554932,0,0,0,5.25911283493042,0,7.20143699645996,27.3595447540283,0,0,0,0,0,0,14.3292942047119
"4-Jun",10.3408422470093,0,9.68710899353027,0,9.97814559936523,7.63541126251221,12.7667484283447,0,8.15235328674316,13.6778831481934,0,7.40694665908813,0,0,0,0,0,9.71524715423584,8.34023380279541,16.9047203063965,0,6.32307577133179,9.57960891723633,0,5.25911283493042,4.93269634246826,0,6.83988618850708,0,7.65057992935181,5.01373100280762,0,3.4111430644989,0,0
"5-Jun",0,0,0,0,0,0,12.7667484283447,14.5920400619507,0,0,12.3061685562134,0,0,16.4669399261475,0,9.71251010894775,7.6778359413147,0,0,0,0,12.6461515426636,9.57960891723633,0,0,0,7.20143699645996,6.83988618850708,0,7.65057992935181,5.01373100280762,26.6976852416992,0,5.52078104019165,0
"6-Jun",0,7.13182020187378,0,8.87027263641357,0,0,7.58730697631836,12.1142873764038,9.90889930725098,24.2631130218506,0,0,0,12.6512460708618,0,0,0,0,0,0,0,10.4100341796875,19.5661907196045,0,7.67295551300049,0,0,0,0,0,0,0,10.4481935501099,11.2125778198242,0
"7-Jun",0,14.2636404037476,0,0,0,0,0,0,0,0,25.4299182891846,0,0,12.6512460708618,0,32.2068214416504,0,0,0,0,0,0,9.78309535980225,0,0,0,7.25902366638184,16.0012912750244,33.5843467712402,0,26.9682655334473,0,0,0,9.86305618286133
"8-Jun",0,7.13182020187378,0,0,0,11.3126001358032,15.1746139526367,0,9.90889930725098,0,8.47663974761963,13.4761714935303,0,12.6512460708618,0,10.7356071472168,0,0,0,0,0,0,0,0,15.345911026001,0,0,0,11.1947822570801,0,13.4841327667236,12.2581186294556,0,0,9.86305618286133
"9-Jun",0,0,11.2384576797485,0,0,11.3126001358032,0,0,9.90889930725098,24.2631130218506,25.4299182891846,0,9.73992824554443,12.6512460708618,0,0,0,15.5455522537231,0,0,15.7469663619995,10.4100341796875,9.78309535980225,21.0599136352539,7.67295551300049,0,7.25902366638184,0,0,0,26.9682655334473,12.2581186294556,10.4481935501099,22.4251556396484,0
"10-Jun",0,0,0,0,0,11.3126001358032,7.58730697631836,24.2285747528076,0,0,0,13.4761714935303,0,0,0,0,0,0,0,0,0,10.4100341796875,19.5661907196045,28.0798816680908,7.67295551300049,0,0,0,0,0,0,0,10.4481935501099,11.2125778198242,0
"11-Jun",0,0,45.7663383483887,14.5570344924927,0,0,26.0251693725586,0,0,0,0,0,0,16.2703418731689,0,9.70118808746338,0,0,10.8645486831665,0,0,0,10.0330038070679,41.857307434082,4.96842336654663,0,38.199291229248,0,0,0,0,0,7.24236536026001,0,0
"12-Jun",0,9.81498241424561,0,0,0,25.42724609375,7.59067392349243,0,0,0,0,0,0,0,0,9.70118808746338,0,0,0,0,0,6.45185947418213,10.0330038070679,20.928653717041,4.96842336654663,16.503978729248,12.7330980300903,0,0,7.34638023376465,0,19.1632823944092,7.24236536026001,0,0
"13-Jun",0,0,0,0,0,25.42724609375,0,0,0,0,0,0,0,0,16.1260662078857,0,0,0,10.8645486831665,7.37538480758667,21.1679840087891,6.45185947418213,10.0330038070679,20.928653717041,0,0,12.7330980300903,0,0,7.34638023376465,0,0,21.7270946502686,10.5233354568481,8.27866077423096
"14-Jun",13.4156770706177,0,0,0,10.078839302063,0,0,0,0,12.9244871139526,10.0490798950195,0,0,0,14.1103076934814,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42905187606812,22.0391407012939,0,0,0,0,8.27866077423096
"15-Jun",0,0,11.4415845870972,0,10.078839302063,0,7.59067392349243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7319030761719,0,0,0,0,0
"16-Jun",0,26.4339466094971,0,0,0,13.8678045272827,0,0,0,0,0,0,10.2285594940186,0,0,0,0,0,0,9.90657329559326,16.0521240234375,8.08585071563721,0,7.79928684234619,0,0,0,0,12.7081727981567,0,0,7.19096612930298,0,6.61842250823975,0
"17-Jun",0,0,19.7682647705078,0,0,0,0,0,0,0,0,0,20.4571189880371,0,0,6.38255929946899,0,0,0,0,0,8.08585071563721,0,0,12.6174230575562,9.56359386444092,0,0,25.4163455963135,0,0,0,0,0,0
"18-Jun",26.2974739074707,0,0,38.5939979553223,29.4310989379883,0,0,0,18.8891048431396,0,0,0,51.1427955627441,0,14.0879764556885,31.9127960205078,0,0,0,9.90657329559326,0,0,12.5174436569214,0,0,19.1271877288818,0,18.537317276001,0,6.69660758972168,0,0,0,0,0
"19-Jun",0,0,0,12.8646678924561,0,0,0,0,0,0,0,0,0,0,14.0879764556885,31.9127960205078,30.643518447876,0,0,0,0,0,25.0348873138428,0,0,28.6907844543457,12.3374452590942,9.26865863800049,0,0,0,0,16.2502555847168,0,0
"20-Jun",0,0,0,7.35123872756958,0,0,0,0,0,0,0,0,0,0,0,12.765118598938,0,0,0,9.90657329559326,0,8.08585071563721,12.5174436569214,0,0,0,12.3374452590942,10.592752456665,0,0,0,0,5.41675186157227,0,0
"21-Jun",0,0,0,0,25.4605255126953,0,0,0,0,0,14.2216682434082,0,0,0,0,0,0,0,0,0,0,0,19.2108631134033,0,8.21348762512207,15.6815824508667,12.8684549331665,0,0,0,0,0,0,0,0
"22-Jun",0,0,0,0,12.7302627563477,0,0,0,0,14.4743719100952,0,0,15.7982606887817,0,0,0,0,0,0,0,0,0,0,0,8.21348762512207,15.6815824508667,0,0,0,18.0176811218262,0,0,0,0,0
"23-Jun",15.8826332092285,0,0,11.6035490036011,0,0,0,0,0,14.4743719100952,0,0,0,0,0,15.956223487854,0,0,0,0,0,13.5165166854858,0,0,0,0,0,0,0,0,8.83676815032959,0,0,0,0
"24-Jun",15.8826332092285,0,0,0,0,0,0,0,0,43.4231185913086,0,0,0,0,0,0,0,0,16.2209510803223,0,0,0,0,0,0,0,12.8684549331665,0,0,0,35.3470726013184,0,20.1990375518799,0,0
"25-Jun",0,0,0,0,0,0,0,27.5533924102783,0,0,0,27.6565551757812,0,0,0,0,28.140983581543,0,0,0,0,0,0,0,0,15.6815824508667,0,0,0,18.0176811218262,0,0,0,0,19.0638904571533
"26-Jun",0,0,0,9.80221557617188,0,0,0,14.1476221084595,0,18.974494934082,0,0,0,0,0,0,0,0,0,0,6.52580308914185,0,0,0,0,16.5169506072998,0,0,0,0,19.6646785736084,0,7.93427610397339,5.65235424041748,0
"27-Jun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79183149337769,0,19.3200607299805,0,12.3644933700562,0,0,0,0,0,0
"28-Jun",0,0,0,0,0,12.7938575744629,10.6735029220581,14.1476221084595,0,0,0,0,0,0,0,0,0,0,0,0,6.52580308914185,7.02042675018311,0,0,0,0,0,28.4536037445068,0,13.1696729660034,19.6646785736084,0,0,5.65235424041748,0
"29-Jun",0,0,0,0,0,25.5877151489258,0,0,0,0,0,0,15.7021951675415,0,0,0,0,0,0,0,6.52580308914185,0,0,0,0,0,0,0,0,6.58483648300171,9.8323392868042,0,0,0,0
"30-Jun",0,0,0,0,0,0,7.01491022109985,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52580308914185,0,0,0,0,0,0,0,0,6.58483648300171,9.8323392868042,0,0,0,0
"1-Jul",0,39.4242744445801,0,0,0,0,0,0,0,0,0,14.0155410766602,0,45.6199760437012,13.5288972854614,0,0,0,0,0,41.7264213562012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Jul",0,19.71213722229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.370662689209,30.4992866516113,0,0,22.4097461700439,0,0,0,0,0,0,0,33.1104125976562,0,0,0,0,0
"3-Jul",0,0,16.5836219787598,6.34235572814941,0,0,0,0,0,0,0,14.0155410766602,0,0,23.6755676269531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4825744628906,0,0,9.99465656280518,0
"4-Jul",0,0,16.5836219787598,4.62405204772949,0,0,0,14.2505960464478,0,0,0,0,0,0,13.5288972854614,0,15.0565748214722,0,0,27.4370002746582,0,0,0,16.1707038879395,0,0,0,0,0,0,0,18.0487575531006,0,9.99465656280518,0
"5-Jul",16.1507511138916,0,0,4.33068323135376,0,0,0,14.2505960464478,21.0975894927979,0,0,0,0,0,0,0,15.0565748214722,0,0,0,0,0,0,16.1707038879395,0,25.5294017791748,0,0,48.3569793701172,0,0,0,0,0,0
"6-Jul",9.75087356567383,0,0,0,18.1125335693359,0,0,0,12.9441738128662,0,0,0,0,0,0,0,23.7297058105469,0,0,0,0,13.8258333206177,0,0,0,0,0,18.8267936706543,0,0,0,0,27.6214008331299,0,0
"7-Jul",0,0,0,0,0,0,0,0,12.9441738128662,21.1142559051514,0,0,0,0,0,0,18.9392032623291,0,18.4174976348877,0,0,7.90047645568848,0,0,0,0,0,18.8267936706543,0,0,0,0,0,0,20.7015991210938
"8-Jul",0,11.7291240692139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8267936706543,0,0,24.7719440460205,0,0,26.555908203125,10.3507995605469
"9-Jul",0,11.7291240692139,0,10.017894744873,0,0,0,16.3515491485596,0,0,0,0,24.8117904663086,0,0,0,0,0,0,0,0,7.90047645568848,0,0,0,0,0,0,0,0,0,26.8359203338623,0,26.555908203125,0
"10-Jul",0,0,17.3082103729248,0,0,17.4213409423828,0,0,0,0,24.7669620513916,0,0,0,0,0,0,0,0,0,0,0,17.3638153076172,0,0,0,0,0,0,15.7117338180542,0,0,0,0,0
"11-Jul",0,0,0,0,0,30.6112327575684,0,8.40211868286133,10.8297605514526,0,0,0,0,0,0,0,15.4712753295898,0,0,0,0,0,13.3195581436157,0,0,10.8767929077148,0,0,0,0,0,0,0,0,0
"12-Jul",0,0,21.9796848297119,2.68615031242371,0,0,0,16.8042373657227,21.6595211029053,19.4847507476807,0,0,0,0,12.0698137283325,0,0,0,0,0,0,0,0,0,13.320460319519,0,0,0,0,0,0,0,4.70827960968018,0,0
"13-Jul",0,0,0,4.34038734436035,11.6784315109253,0,0,8.40211868286133,0,0,0,0,22.2520751953125,0,0,0,0,0,0,0,0,22.5269527435303,0,14.340295791626,39.9613838195801,0,0,12.8375577926636,19.3380489349365,0,0,0,0,0,0
"14-Jul",0,0,0,2.65122389793396,0,0,0,8.40211868286133,0,0,0,0,0,0,12.0698137283325,0,0,0,0,0,0,0,0,14.340295791626,13.320460319519,5.43839645385742,0,0,0,0,0,0,0,0,0
"15-Jul",0,0,10.989842414856,5.07701396942139,11.6784315109253,0,0,8.40211868286133,0,0,0,14.3425674438477,0,36.113468170166,0,0,0,0,0,0,21.4517517089844,0,0,0,0,0,0,0,0,0,10.1608142852783,0,0,0,11.5888366699219
"16-Jul",11.2228260040283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0260009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17-Jul",5.61141300201416,0,0,4.22854375839233,0,0,0,0,0,0,15.50355052948,0,0,0,0,0,0,31.6396560668945,0,0,0,0,0,0,0,0,0,0,0,8.46596431732178,11.6385469436646,0,0,0,0
"18-Jul",0,0,0,4.22854423522949,8.94722175598145,0,0,0,14.2234411239624,0,15.50355052948,9.63704395294189,0,0,0,0,0,0,18.1229667663574,0,0,0,0,0,0,0,0,0,0,0,0,15.2696228027344,0,0,21.7753829956055
"19-Jul",0,0,13.5670766830444,0,8.94722175598145,0,0,0,0,0,0,0,15.0641098022461,0,0,0,0,0,9.06148338317871,0,0,0,0,0,22.1490211486816,0,0,0,0,25.397891998291,11.6385469436646,0,0,12.4374876022339,0
"20-Jul",9.81997203826904,0,0,0,0,18.3529281616211,27.3065414428711,0,0,0,0,9.63704395294189,0,0,0,0,10.0260009765625,0,0,0,0,0,0,0,0,0,54.399829864502,0,0,0,23.2770938873291,0,0,0,0
"21-Jul",4.89009523391724,0,0,3.43221950531006,0,0,0,0,0,14.0414962768555,0,0,0,0,16.199914932251,0,5.80953311920166,0,0,7.99460649490356,42.4172668457031,0,0,13.6097917556763,0,0,52.9465675354004,0,0,8.10364532470703,15.7553186416626,0,0,0,0
"22-Jul",0,0,0,3.77820897102356,0,0,0,0,0,0,0,0,0,0,0,0,5.80953311920166,0,0,15.9892129898071,0,28.1362247467041,26.4377899169922,6.80489587783813,30.9278354644775,0,0,0,0,0,0,2.63619589805603,0,0,10.6808233261108
"23-Jul",0,0,0,0,25.6032733917236,0,0,0,7.94855403900146,0,0,11.9128532409668,15.849157333374,0,0,0,26.5578651428223,0,0,0,0,0,0,20.4146881103516,10.3092784881592,0,0,17.0712699890137,0,8.10364532470703,0,7.90858793258667,6.57866191864014,0,0
"24-Jul",5.5886812210083,0,0,0,0,0,12.0196943283081,17.8617134094238,0,0,21.9239521026611,0,0,0,0,17.5701789855957,23.2381324768066,0,0,0,0,0,0,6.80489587783813,0,0,8.82442855834961,0,0,0,0,2.63619589805603,6.57866191864014,0,0
"25-Jul",4.89009523391724,0,0,0,0,18.1430683135986,36.05908203125,0,7.94855403900146,0,0,0,0,18.4807472229004,0,43.9254455566406,5.80953311920166,11.3447437286377,0,0,0,0,0,6.80489587783813,0,25.5205612182617,0,0,0,0,0,0,0,0,32.0424690246582
"26-Jul",4.5478310585022,0,0,0,16.7264289855957,0,0,0,0,0,0,0,0,0,17.9138031005859,34.8867073059082,0,8.26369476318359,0,0,0,8.17179107666016,0,0,0,40.7982482910156,0,39.3748588562012,0,0,0,16.2074146270752,0,0,10.4131622314453
"27-Jul",3.92476034164429,0,0,14.1929664611816,0,17.7350101470947,20.8903732299805,0,0,0,0,0,0,28.2253589630127,0,0,0,0,0,0,0,0,0,0,0,40.7982482910156,0,0,0,23.0138912200928,0,0,23.3358592987061,0,8.33052921295166
"28-Jul",4.19844532012939,0,18.5877094268799,0,0,17.7350101470947,0,0,0,0,0,12.6832447052002,0,0,8.95690155029297,0,0,0,0,0,0,24.5153732299805,0,23.3252696990967,0,40.7982482910156,0,0,0,0,12.6316318511963,8.1037073135376,0,0,14.578426361084
"29-Jul",6.90618133544922,0,0,0,8.36321449279785,0,0,0,37.5789985656738,0,0,6.3416223526001,18.0585651397705,0,0,0,0,0,0,22.4891662597656,0,0,11.5219659805298,0,0,0,0,0,0,23.0138912200928,0,0,15.5572385787964,0,16.6610584259033
"30-Jul",8.87438488006592,0,0,0,8.36321449279785,0,0,12.0891256332397,0,0,0,31.7081127166748,0,0,0,0,0,0,16.4719562530518,0,0,0,11.5219659805298,0,0,0,15.6337356567383,0,0,23.0138912200928,0,0,7.77861928939819,0,14.578426361084
"31-Jul",0,0,0,0,0,0,0,10.5779838562012,0,27.7606811523438,0,6.3416223526001,0,0,15.6745777130127,0,0,8.26369476318359,0,0,0,0,0,0,0,0,0,0,0,7.6712965965271,25.2632637023926,0,0,0,10.4131622314453
"1-Aug",0,14.8164072036743,9.51376342773438,0,0,11.5192594528198,0,0,0,0,8.67814350128174,0,0,27.6613464355469,7.33060741424561,0,0,0,0,0,9.01032733917236,6.65399742126465,0,16.7634258270264,13.2319717407227,0,0,0,7.76303434371948,0,9.16833782196045,0,0,0,11.9501390457153
"2-Aug",0,0,28.5412902832031,0,10.2128877639771,10.0793514251709,0,15.8873348236084,0,0,0,0,0,0,0,0,0,0,6.66785669326782,0,18.0206546783447,19.9619922637939,0,0,0,0,0,0,0,0,0,0,28.5087795257568,7.07634735107422,5.97506952285767
"3-Aug",0,0,19.0275268554688,0,0,20.1587028503418,8.93238639831543,0,0,14.5983819961548,0,0,0,0,14.6612148284912,0,0,0,6.66785669326782,9.6404972076416,9.01032733917236,13.3079948425293,41.4546241760254,0,0,6.38869953155518,0,0,0,5.48084783554077,0,0,0,0,0
"4-Aug",0,7.40820360183716,9.51376342773438,15.0696935653687,0,30.2380542755127,4.46619319915771,0,9.1524715423584,21.8975734710693,17.3562870025635,0,17.859203338623,0,0,0,13.0624465942383,0,0,0,0,0,0,0,0,0,5.96915769577026,10.5375680923462,0,21.9233913421631,0,0,0,0,0
"5-Aug",0,0,19.0275268554688,0,0,0,0,0,9.1524715423584,7.29919099807739,0,23.549690246582,0,0,0,0,0,0,13.3357133865356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1526947021484,0
"6-Aug",13.0969371795654,0,2.49430847167969,0,0,0,0,11.0427837371826,0,0,0,0,0,0,8.56322002410889,0,0,0,4.71221160888672,15.4024772644043,30.2875461578369,0,0,0,0,0,0,0,8.89333724975586,13.5292167663574,0,0,7.8837366104126,5.5698709487915,0
"7-Aug",0,0,7.48292541503906,13.5824222564697,0,0,5.56958532333374,0,0,0,0,0,0,0,0,0,0,0,18.8488464355469,0,22.7156600952148,0,0,0,0,0,0,0,0,5.91903257369995,0,0,0,0,9.13919067382812
"8-Aug",0,0,0,0,0,17.575511932373,5.56958532333374,0,8.85934448242188,0,0,0,0,0,0,0,12.4334392547607,0,28.2732677459717,0,7.57188653945923,0,0,14.7055253982544,0,8.87567710876465,0,19.9679908752441,0,5.91903257369995,0,0,15.7674732208252,5.5698709487915,20.8895778656006
"9-Aug",13.158543586731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1366338729858,0,0,0,0,0,0,17.7513542175293,18.2325439453125,6.65599727630615,0,0,5.99113464355469,0,23.6512088775635,0,0
"10-Aug",0,0,0,0,0,0,5.56958532333374,11.0427837371826,8.85934448242188,0,0,15.6472616195679,0,0,8.56322002410889,0,0,0,4.71221160888672,0,0,0,0,0,0,0,0,0,0,0,5.99113464355469,0,7.8837366104126,0,9.13919067382812
"11-Aug",23.7390251159668,0,8.60093021392822,0,0,0,0,8.95789432525635,0,0,0,8.12788486480713,0,0,7.69653749465942,0,10.6521682739258,0,13.3438310623169,0,9.85470676422119,0,0,0,0,0,7.13845682144165,7.8085150718689,0,0,0,0,0,0,0
"12-Aug",0,23.2642250061035,0,0,20.654993057251,0,7.21291828155518,8.95789432525635,0,0,0,8.12788486480713,0,0,0,0,21.3043365478516,0,0,0,43.1143379211426,0,0,0,33.7893409729004,0,0,7.8085150718689,0,12.1997289657593,8.44327640533447,0,11.5234289169312,0,0
"13-Aug",0,0,0,0,0,0,8.24333572387695,0,0,0,0,0,0,0,6.73446989059448,0,0,0,0,21.2113094329834,17.2457370758057,0,0,0,16.8946704864502,0,14.2769136428833,7.8085150718689,28.7690830230713,0,0,0,0,0,0
"14-Aug",0,0,0,0,0,0,0,0,17.3482856750488,0,0,0,0,0,0,0,0,0,0,0,9.85470676422119,0,0,0,0,0,0,0,0,0,0,0,11.5234289169312,0,19.7577800750732
"15-Aug",0,0,0,16.9216556549072,0,17.72287940979,0,8.95789432525635,0,0,0,8.12788486480713,0,0,7.69653749465942,0,0,0,0,0,0,0,0,0,0,18.2038536071777,0,0,0,6.09986448287964,8.44327640533447,0,0,0,0
"16-Aug",0,0,0,0,6.1742467880249,0,5.5143575668335,0,0,0,0,0,0,20.2499694824219,7.78363609313965,0,0,14.9559020996094,0,0,0,0,0,0,0,0,20.766622543335,0,0,0,26.4176597595215,0,0,10.9308300018311,5.75334310531616
"17-Aug",0,16.0567855834961,0,0,6.1742467880249,0,20.1126823425293,0,0,0,0,0,0,0,0,0,13.7168979644775,7.47795104980469,0,0,0,0,15.1710939407349,12.952522277832,0,0,6.92220783233643,0,0,6.03677225112915,13.2088298797607,0,0,10.9308300018311,0
"18-Aug",0,0,0,0,6.1742467880249,0,15.2330331802368,0,0,0,0,0,0,0,0,8.56374549865723,0,22.4338531494141,0,0,0,13.085765838623,0,0,0,11.8891468048096,0,16.6752891540527,0,0,0,0,0,0,0
"19-Aug",0,0,6.56963682174683,0,0,0,0,0,0,0,28.2274208068848,0,0,20.2499694824219,7.78363609313965,8.56374549865723,0,7.47795104980469,0,0,0,13.085765838623,0,0,0,5.94457340240479,6.92220783233643,0,0,6.03677225112915,6.60441493988037,0,0,0,5.75334310531616
"20-Aug",0,0,0,9.94270610809326,6.1742467880249,9.5170431137085,0,0,11.3680591583252,0,8.23299789428711,0,0,20.2499694824219,0,42.8187255859375,0,22.4338531494141,0,0,0,26.1715316772461,15.1710939407349,0,0,0,0,0,0,0,6.60441493988037,0,0,0,0
"21-Aug",0,20.2230587005615,14.6948099136353,0,0,0,0,0,18.8734607696533,0,0,0,0,0,0,0,0,36.2142715454102,0,0,0,24.2331371307373,17.9274616241455,0,0,11.8617544174194,0,0,10.950385093689,6.86954832077026,0,0,0,0,0
"22-Aug",24.1942176818848,0,0,7.0400767326355,0,0,5.52365636825562,0,0,0,0,0,0,44.9510192871094,0,0,0,0,9.37507247924805,9.3456449508667,0,9.23167133331299,0,0,0,0,5.93154859542847,0,0,6.86954832077026,0,66.3146667480469,0,0,7.13276529312134
"23-Aug",0,0,0,6.89272594451904,10.4036283493042,0,11.189380645752,0,0,0,10.825963973999,15.2724437713623,0,0,7.38624238967896,14.3227138519287,0,10.5624952316284,9.37507247924805,5.34036922454834,0,8.077712059021,0,0,0,0,0,0,5.47519254684448,0,0,0,0,0,0
"24-Aug",0,0,0,4.6824688911438,0,0,15.4571437835693,0,0,0,10.825963973999,0,0,0,0,14.3227138519287,22.0458889007568,0,0,0,0,0,17.9274616241455,0,0,0,11.8630971908569,0,10.950385093689,6.86954832077026,0,0,0,0,0
"25-Aug",0,0,7.34740495681763,0,0,10.7146158218384,12.2122793197632,0,14.3797798156738,0,0,0,0,0,7.53368616104126,7.16135692596436,11.0229444503784,10.5624952316284,0,4.67282247543335,0,8.077712059021,0,0,0,0,0,0,16.4255771636963,0,25.5752239227295,0,0,0,0
"26-Aug",0,0,10.055136680603,5.47344589233398,0,25.0473575592041,12.8882532119751,0,18.4325408935547,0,0,0,0,26.8834667205811,8.51223468780518,17.8655490875244,0,0,21.5556831359863,0,0,0,0,12.1277322769165,0,0,0,10.7854919433594,0,0,32.1877174377441,0,0,0,0
"27-Aug",0,0,0,6.31015110015869,0,0,0,0,0,0,12.7798881530762,0,0,13.4417333602905,8.51223468780518,17.8655490875244,18.4468555450439,0,0,9.70785427093506,0,29.3070545196533,0,12.1277322769165,0,0,0,0,0,11.7531805038452,10.7292394638062,0,0,19.5612258911133,0
"28-Aug",0,0,0,8.61806392669678,9.77966499328613,0,0,23.9935283660889,0,0,25.5597763061523,0,0,0,17.0244693756104,0,0,0,0,16.6420364379883,0,7.32676362991333,0,0,0,10.451060295105,17.2040328979492,10.7854919433594,9.64719295501709,0,21.4584789276123,0,0,0,0
"29-Aug",0,0,0,4.24627876281738,9.77966499328613,0,0,0,0,0,0,0,0,13.4417333602905,0,0,0,0,0,0,0,7.32676362991333,0,12.1277322769165,25.6019039154053,0,0,0,9.64719295501709,0,10.7292394638062,0,0,29.3418407440186,0
"30-Aug",0,0,0,3.97434902191162,0,0,0,0,0,0,0,20.6334323883057,33.2279243469238,13.4417333602905,0,0,0,0,10.7778415679932,0,0,8.37344455718994,0,0,25.6019039154053,0,8.60201644897461,0,9.64719295501709,23.5063610076904,0,0,0,29.3418407440186,0
"31-Aug",0,0,10.055136680603,0,0,0,0,0,0,67.1294479370117,0,0,58.148868560791,0,9.72826862335205,35.7310981750488,0,0,0,0,0,7.32676362991333,0,0,0,20.90212059021,0,0,19.2943859100342,0,0,0,25.245304107666,0,0
"1-Sep",8.08450126647949,18.0034408569336,15.46764087677,5.6898136138916,0,0,0,0,0,16.1414699554443,0,10.1623029708862,12.8505840301514,0,3.71556997299194,7.83791971206665,0,0,0,4.84893989562988,0,9.53096580505371,0,0,6.89456748962402,24.1264877319336,0,4.69813060760498,0,0,0,0,5.34511566162109,0,15.1041193008423
"2-Sep",0,24.0045871734619,23.2014617919922,0,7.44461488723755,0,0,0,0,0,0,10.1623029708862,19.2758750915527,0,3.10029649734497,23.5137596130371,0,0,0,4.84893989562988,0,0,0,0,0,0,0,9.39626121520996,0,4.54170942306519,0,0,0,22.5260562896729,0
"3-Sep",0,0,7.73382043838501,4.47373819351196,0,0,0,0,0,8.07073497772217,0,0,12.8505840301514,8.20936012268066,2.96356892585754,15.6758394241333,0,0,0,4.84893989562988,0,4.76548290252686,0,0,6.89456748962402,0,0,4.69813060760498,0,0,0,5.58618354797363,0,22.5260562896729,7.55205965042114
"4-Sep",8.08450126647949,6.00114679336548,0,0,0,4.33306550979614,0,7.87865447998047,0,8.07073497772217,0,0,19.2758750915527,0,0,0,0,0,0,0,6.22945833206177,9.53096580505371,0,0,0,0,7.52438497543335,0,0,0,0,22.3447341918945,0,0,0
"5-Sep",0,6.00114679336548,7.73382043838501,0,0,0,0,0,0,0,0,0,25.7011680603027,0,0,7.83791971206665,0,20.2910385131836,0,0,0,23.82741355896,0,0,13.789134979248,0,7.52438497543335,0,6.08031129837036,0,7.69896745681763,5.58618354797363,10.6902313232422,0,0
"6-Sep",9.38346862792969,0,8.35919570922852,0,0,9.5613956451416,0,5.03800821304321,0,0,0,0,6.58663749694824,5.10244846343994,0,0,12.3400802612305,19.3859272003174,29.4044361114502,0,0,20.8965320587158,0,10.3119974136353,7.79997825622559,0,0,15.1624126434326,0,0,0,20.7282466888428,0,0,0
"7-Sep",9.33191013336182,0,8.35919570922852,0,0,4.7806978225708,10.1788368225098,0,0,0,0,0,0,15.3073453903198,0,0,0,25.847900390625,0,0,7.05474615097046,0,0,0,0,0,0,10.1082754135132,14.3012828826904,0,14.1337890625,34.5470771789551,4.63661193847656,0,0
"8-Sep",10.0966796875,17.3772754669189,8.35919570922852,9.06352233886719,0,0,0,0,17.8807716369629,0,0,0,6.97182130813599,5.10244846343994,0,10.412938117981,0,6.46197509765625,0,2.65713334083557,0,10.4482660293579,0,0,17.8285236358643,0,0,0,0,0,14.1337890625,27.6376609802246,0,0,0
